"","Belva_mean","Belva_std","Vemu_mean","Vemu_std","Cobi_mean","Cobi_std"
"BRAF_mut",0.25429,0.377646472474474,0.160106666666667,0.385717635631016,-0.0937733333333334,0.39078900178938
"NRAS_mut",0.259075,0.48873629136785,0.98915,0.0626844212437721,-0.4747625,0.347657593461824
"WT",0.501166666666667,0.382893456024867,0.59855,0.540072583084904,0.151583333333333,0.296752581566979
