"","Belva_mean","Belva_std","Vemu_mean","Vemu_std","Cobi_mean","Cobi_std"
"BRAF_mut",-0.333159873089288,0.787275457788978,0.129486625129892,0.591657502597184,-1.37660127234377,0.830703193471057
"NRAS_mut",-0.382561067144632,0.939944071198984,0.7614395,0.477121,-0.978248591590252,0.398463449784851
"WT",0.446817964579218,0.859638719338583,0.55219116320908,0.542944679354051,-0.538395943800856,0.890730465175942
