"","Belva_mean","Belva_std","Vemu_mean","Vemu_std","Cobi_mean","Cobi_std"
"BRAF_mut",-0.49698820885779,0.709419657579577,-0.0344948246689179,0.569142327171798,-1.6612868425305,0.599737886299818
"NRAS_mut",-0.456020534643667,0.979042478645347,0.7614395,0.477121,-1.08355581424022,0.385816895067728
"WT",0.525589557340102,0.81117880466155,0.617978064772606,0.519783474631388,-0.679397348796616,0.817739480678865
