"","Belva_mean","Belva_std","Vemu_mean","Vemu_std","Cobi_mean","Cobi_std"
"BRAF_mut",0.660892577253227,0.127016026192825,0.7141977626571,0.114725212550174,0.435780912746175,0.143046292565281
"NRAS_mut",0.681465918233762,0.172022276210329,1.01716904761905,0.034956551839432,0.545847594147585,0.0895638921517135
"WT",0.836830217275787,0.126692518499144,0.908710923841214,0.12691534819349,0.644285889137224,0.140944549467465
