"","Belva_mean","Belva_std","Vemu_mean","Vemu_std","Cobi_mean","Cobi_std"
"BRAF_mut",0.673876388393715,0.178014295084908,0.732234746317288,0.157829482494111,0.394511464970003,0.280380715878182
"NRAS_mut",0.68488342522194,0.184886962171789,1.00713201397631,0.0184774048802382,0.454225379176391,0.164860577115296
"WT",0.8108132839072,0.154372664251903,0.885048168400757,0.155498718452961,0.625711322101713,0.231944090326092
