time,tBRAF,tCRAF,tRAS,tMEK,tERK,tDUSP,tEGFR,tGRB2,tSPRY,tSOS1,pERK,pS1134SOS1,pMEK,tEGF,SOS1_active,SOS1_signaling_competent,GRB2_bound_by_SPRY,uS1134SOS1,RAS_gtp,RAS_gdp,active_RAF_monomers,inhibited_RAF_monomers,active_RAF_dimers,inhibited_RAF_dimers,active_pMEK,inhibited_pMEK,uMEK,uERK,tRAFi,tMEKi,tBRAF_obs,tCRAF_obs,tRAS_obs,tMEK_obs,tDUSP_obs,tEGFR_obs,tGRB2_obs,tSPRY_obs,tSOS1_obs,tERK_obs,pERK_obs,pS1134SOS1_obs,pMEK_obs,pMEK_IF_obs,pERK_IF_obs,Cell_line,Parameter_set,Drug A,Drug B,Concentration A (uM),Concentration B (uM),Time A (h),Time B (h),EGF (ng/mL),EGF total duration (h)
-0.25,0.0018388331614994043,0.020942398116327997,0.07541912736356027,0.1142211124933098,0.08459643657474542,0.015013594822341006,0.036550224596003496,0.07471382260146986,0.26751120126607375,0.010568201488759532,0.02005156966707654,0.007537924782296467,0.055456060017153974,0.0,0.0,5.905534214985783e-05,0.06773402010638306,0.0030302767064630657,0.0,0.07541912736356027,0.0018388331614994043,7.153089948935801e-20,0.0,0.0,0.055456060017153974,0.0,0.058765052476155794,0.06454486690766888,1.0,0.0,1107.3712132705225,12611.806930848603,45418.46009797276,68785.56171985061,9041.398133374472,22011.059732674716,44993.71564237209,161099.0108900986,6364.319694535146,50945.164884752914,0.23702617366583664,0.7132646733045254,0.48551497010154027,0.9415920493724427,0.9721069610884445,A375_sim,0,Vemurafenib,Cobimetinib,1.0,0.0,0.25,0.25,0,2
-0.24739583333333334,0.0018388332780403705,0.020942398889531397,0.07541912736356027,0.1142211133040688,0.08459643694936184,0.015011710663330704,0.0365470493386009,0.07471382260146979,0.2674242812099368,0.010568201488759532,0.003221164319632562,0.007414334721594366,0.03108443899002999,0.0,0.0,6.083362592206782e-05,0.0677298174076252,0.003153866767165166,0.0,0.07541912736356027,6.864173986868706e-05,0.0017701915381716836,0.0,0.0,0.03108443899002999,0.0,0.0831366743140388,0.08137527262972928,1.0219308323890233,0.0,1107.3712834531325,12611.807396482576,45418.46009797276,68785.56220810108,9040.263466297045,22009.147547971952,44993.715642372044,161046.6664088062,6364.319694535146,50945.1651103522,0.038076832024978816,0.7015701516932983,0.2721426721457345,0.5432368259414597,0.216052988040156,A375_sim,0,Vemurafenib,Cobimetinib,1.0,0.0,0.25,0.25,0,2
-0.24479166666666666,0.0018388332780405426,0.020942398889512107,0.07541912736356027,0.11422111330545348,0.08459643701847515,0.01500830720515599,0.03654131352486907,0.07471382260147015,0.26726731160155015,0.010568201488759539,0.0007497679003632509,0.0071952412183750505,0.020660650263403253,0.0,0.0,6.400354869063727e-05,0.06772224125490324,0.0033729602703844895,0.0,0.07541912736356027,6.865618013233639e-05,0.0017701770979082054,0.0,0.0,0.020660650263403253,0.0,0.09356046304205022,0.0838466691181119,1.021930653489207,0.0,1107.3712834532364,12611.80739647096,45418.46009797276,68785.56220893496,9038.213855877157,22005.69336020533,44993.71564237226,160952.13710113158,6364.31969453515,50945.165151973204,0.008862877998035637,0.6808387620190618,0.18088293543551734,0.37285954099990215,0.10503313832186767,A375_sim,0,Vemurafenib,Cobimetinib,1.0,0.0,0.25,0.25,0,2
-0.2421875,0.0018388332780403724,0.020942398889506466,0.07541912736356027,0.1142211133054074,0.08459643701814365,0.015004725963711343,0.03653527801712066,0.07471382260147016,0.26710219829337073,0.01056820148875954,0.0004265516813304953,0.006971245211734496,0.016189266310267153,0.0,0.0,6.725101181976965e-05,0.06771434050331868,0.003596956277025044,0.0,0.07541912736356027,6.865621870298885e-05,0.0017701770593373835,0.0,0.0,0.016189266310267153,0.0,0.09803184699514024,0.08416988533681316,1.021930653011352,0.0,1107.3712834531339,12611.807396467562,45418.46009797276,68785.56220890723,9036.057181869633,22002.058692483428,44993.71564237227,160852.70354281104,6364.319694535151,50945.165151773566,0.005042194403991405,0.6596434804114202,0.1417361978164218,0.2997745737372878,0.09051364814807199,A375_sim,0,Vemurafenib,Cobimetinib,1.0,0.0,0.25,0.25,0,2
-0.23958333333333334,0.0018388332780403967,0.02094239888950635,0.07541912736356027,0.11422111330541584,0.08459643701824567,0.015001113170164804,0.03652918925987429,0.07471382260147012,0.2669356893993028,0.010568201488759543,0.00033525882060535586,0.006752372022109575,0.014268698150936555,0.0,0.0,7.043005051922695e-05,0.06770645055950132,0.003815829466649967,0.0,0.07541912736356027,6.865621881284394e-05,0.001770177059227552,0.0,0.0,0.014268698150936555,0.0,0.0999524151544793,0.08426117819764031,1.0219306530099908,0.0,1107.3712834531484,12611.807396467491,45418.46009797276,68785.5622089123,9033.881506742227,21998.39195716432,44993.71564237225,160752.42954302413,6364.319694535152,50945.165151835005,0.003963037125701258,0.6389329375761309,0.12492172189552628,0.26838280275054727,0.0864125983980904,A375_sim,0,Vemurafenib,Cobimetinib,1.0,0.0,0.25,0.25,0,2
-0.23697916666666666,0.001838833278041261,0.020942398889520323,0.07541912736356027,0.11422111330543569,0.08459643701816111,0.014997490899796738,0.036523084456075675,0.07471382260147083,0.26676880367903444,0.01056820148875954,0.000301798167309518,0.006540001963586316,0.013443513428808267,0.0,0.0,7.352042540637438e-05,0.06769862037508181,0.004028199525173226,0.0,0.07541912736356027,6.865621881318539e-05,0.0017701770592280753,0.0,0.0,0.013443513428808267,0.0,0.10077759987662742,0.08429463885085159,1.0219306530100012,0.0,1107.3712834536689,12611.807396475906,45418.46009797276,68785.56220892425,9031.7001245395,21994.715558385575,44993.71564237266,160651.92861319514,6364.319694535151,50945.16515178409,0.0035675044711957335,0.6188377436352189,0.11769727189455176,0.2548951221946569,0.0849094819140506,A375_sim,0,Vemurafenib,Cobimetinib,1.0,0.0,0.25,0.25,0,2
-0.234375,0.001838833278040761,0.020942398889510598,0.07541912736356027,0.11422111330542732,0.08459643701830806,0.014993865603822978,0.0365169744782731,0.0747138226014704,0.26660183884460786,0.01056820148875954,0.0002883443129509557,0.00633439515563728,0.013088666206461519,0.0,0.0,7.651814276478394e-05,0.06769086254140605,0.004233806333122261,0.0,0.07541912736356027,6.865621881321245e-05,0.0017701770592275488,0.0,0.0,0.013088666206461519,0.0,0.1011324470989658,0.08430809270535711,1.0219306530099912,0.0,1107.3712834533678,12611.807396470049,45418.46009797276,68785.56220891922,9029.516920274436,21991.036043748816,44993.71564237241,160551.38003970642,6364.319694535151,50945.165151872585,0.0034084687619710652,0.599382511998339,0.11459060262757567,0.24909512874738776,0.08430510906805788,A375_sim,0,Vemurafenib,Cobimetinib,1.0,0.0,0.25,0.25,0,2
-0.23177083333333334,0.0018388332780410988,0.020942398889510563,0.07541912736356027,0.11422111330542577,0.08459643701860246,0.01499023965243556,0.03651086332072904,0.0747138226014705,0.2664349042346674,0.01056820148875954,0.0002827430985691955,0.006135511346198774,0.012936178833371354,0.0,0.0,7.94235648039645e-05,0.06768318005840163,0.004432690142560767,0.0,0.07541912736356027,6.865621881316815e-05,0.0017701770592279307,0.0,0.0,0.012936178833371354,0.0,0.10128493447205442,0.08431369392003327,1.0219306530099914,0.0,1107.3712834535713,12611.807396470027,45418.46009797276,68785.56220891827,9027.333321310041,21987.355818655124,44993.71564237247,160450.8496678287,6364.319694535151,50945.16515204987,0.0033422577656198604,0.580563433875156,0.1132555834820151,0.24660271593134087,0.0840534918149524,A375_sim,0,Vemurafenib,Cobimetinib,1.0,0.0,0.25,0.25,0,2
-0.22916666666666666,0.0018388332780411186,0.020942398889510924,0.07541912736356027,0.11422111330542649,0.08459643701860733,0.014986614003123117,0.03650475259736485,0.07471382260147044,0.26626804399566983,0.01056820148875955,0.0002804012185358202,0.005943205420659121,0.01287063343349897,0.0,0.0,8.223857914637366e-05,0.06767557259096624,0.004624996068100429,0.0,0.07541912736356027,6.865621881318418e-05,0.0017701770592279337,0.0,0.0,0.01287063343349897,0.0,0.10135047987192752,0.08431603580007152,1.0219306530099914,0.0,1107.3712834535831,12611.807396470245,45418.46009797276,68785.56220891872,9025.149904259448,21983.675855030677,44993.71564237243,160350.36408317965,6364.319694535156,50945.165152052796,0.003314574802649724,0.5623667780161438,0.11268173686140655,0.2455313734892448,0.0839482900888914,A375_sim,0,Vemurafenib,Cobimetinib,1.0,0.0,0.25,0.25,0,2
-0.2265625,0.0018388332780405463,0.02094239888950179,0.07541912736356027,0.11422111330540893,0.08459643701867194,0.014982989056836723,0.03649864298386008,0.07471382260147275,0.2661012765768589,0.010568201488759548,0.0002794298321788519,0.005757291248258602,0.012842359978258467,0.0,0.0,8.496567470443388e-05,0.06766803848942929,0.004810910240500946,0.0,0.07541912736356027,6.865621881316166e-05,0.0017701770592273849,0.0,0.0,0.012842359978258467,0.0,0.10137875332715048,0.08431700718649308,1.0219306530099823,0.0,1107.3712834532387,12611.807396464743,45418.46009797276,68785.56220890814,9022.966910581037,21979.996559779178,44993.71564237382,160249.9343961535,6364.319694535155,50945.16515209171,0.0033030922108123395,0.5447749320811227,0.11243420420811392,0.24506924262055407,0.08390465355756163,A375_sim,0,Vemurafenib,Cobimetinib,1.0,0.0,0.25,0.25,0,2
