time,modulation_synthesize_pERK_DUSP_ERK,pEGFR_PM,modulation_synthesize_pERK_EGFR_ERK,modulation_synthesize_pERK_SPRY_ERK,tCRAF,tRAS,gdpRAS,gtpRAS,tRAFi,tPRAFi,tMEK,pMEK,tMEKi,tERK,pERK,tDUSP,tmDUSP,tEGF,tEGFR,pEGFR,tmEGFR,tGRB2,tSPRY,tmSPRY,tSOS1,pS1134SOS1,uS1134SOS1,tCBL,synthesize_pERK_DUSP_ERK_kmod,msynthesize_pERK_DUSP_ksyn,catalyze_EGFR_kendo,synthesize_pERK_EGFR_ERK_kmod,msynthesize_pERK_EGFR_ksyn,synthesize_pERK_SPRY_ERK_kmod,msynthesize_pERK_SPRY_ksyn,tCRAF_obs,tRAS_obs,tMEK_obs,pMEK_obs,pMEK_IF_obs,tERK_obs,pERK_obs,pERK_IF_obs,tDUSP_obs,tmDUSP_obs,tEGF_obs,tEGFR_obs,pEGFR_obs,tmEGFR_obs,tGRB2_obs,tSPRY_obs,tmSPRY_obs,tSOS1_obs,pS1134SOS1_obs,tCBL_obs,Cell_line,Parameter_set,Drug A,Drug B,Concentration A (uM),Concentration B (uM),Time A (h),Time B (h),EGF (ng/mL),EGF total duration (h)
-24.0,0.0,0.0,0.0,0.0,0.01543899951800385,0.570894598119623,0.570894598119623,0.0,0.0,0.0,0.188287312356335,0.0,0.0,0.294769028668698,0.0,0.0021945206130081457,43.21587866190828,0.0,0.014423980947758815,0.0,15.851304626580145,0.06030078021719332,0.0008242213072151773,0.5828619719443559,0.008098488398690668,0.00016422974893411088,0.007934258649756557,0.027117505802039737,1.0,52.220038141308606,34582.85819468041,1.0,4.752492685361006,1.0,0.9317244795384425,9.137509734509113,12.747817590951112,11.638582043516575,0.0,0.09988030563,12.086805086074799,0.0,0.06261454572,7.1865766132024875,3.7662079893340885,,9.069505155098003,0.0,2.7632518077611854,10.499958032643407,6.207296781653226,0.0,8.492290416886307,0.020279062072949675,9.700792479960167,A375_sim,49,Vemurafenib,Cobimetinib,0.0,0.0,24,24,0,2
-23.75,0.0,0.0,0.0,0.0,0.015438999518003739,0.570894598119623,0.570894598119623,0.0,0.0,0.0,0.18828731235633459,0.0,0.0,0.2947690286686979,0.0,0.0021945206130081453,43.21587866190828,0.0,0.014423982701189393,0.0,15.851304630336573,0.06030078021719334,0.0008242213996751593,0.5828619719443559,0.008098488398690665,0.0001642297489341123,0.007934258649756554,0.02711750580203974,1.0,52.220038141308606,34582.85819468041,1.0,4.752492685361006,1.0,0.9317244795384425,9.137509734509106,12.747817590951112,11.638582043516573,0.0,0.09988030563,12.086805086074799,0.0,0.06261454572,7.186576613202487,3.7662079893340885,,9.069505276661564,0.0,2.7632518079981643,10.49995803264341,6.207296893831807,0.0,8.492290416886307,0.02027906207294986,9.700792479960167,A375_sim,49,Vemurafenib,Cobimetinib,0.0,0.0,24,24,0,2
-23.5,0.0,0.0,0.0,0.0,0.015438999518003585,0.570894598119623,0.570894598119623,0.0,0.0,0.0,0.18828731235633456,0.0,0.0,0.2947690286686984,0.0,0.0021945206130081453,43.21587866190828,0.0,0.014423984226248472,0.0,15.851304633216897,0.060300780217193296,0.0008242214808575402,0.5828619719443559,0.008098488398690666,0.00016422974893411256,0.007934258649756554,0.02711750580203974,1.0,52.220038141308606,34582.85819468041,1.0,4.752492685361006,1.0,0.9317244795384425,9.137509734509097,12.747817590951112,11.638582043516573,0.0,0.09988030563,12.0868050860748,0.0,0.06261454572,7.186576613202487,3.7662079893340885,,9.069505382392348,0.0,2.763251808179873,10.499958032643407,6.207296992327644,0.0,8.492290416886307,0.020279062072949886,9.700792479960167,A375_sim,49,Vemurafenib,Cobimetinib,0.0,0.0,24,24,0,2
-23.25,0.0,0.0,0.0,0.0,0.015438999518003428,0.570894598119623,0.570894598119623,0.0,0.0,0.0,0.1882873123563345,0.0,0.0,0.294769028668699,0.0,0.0021945206130081453,43.21587866190828,0.0,0.014423985751307551,0.0,15.851304636097222,0.060300780217193255,0.0008242215620399211,0.5828619719443559,0.008098488398690666,0.00016422974893411284,0.007934258649756554,0.02711750580203974,1.0,52.220038141308606,34582.85819468041,1.0,4.752492685361006,1.0,0.9317244795384425,9.137509734509086,12.747817590951112,11.638582043516573,0.0,0.09988030563,12.086805086074802,0.0,0.06261454572,7.186576613202487,3.7662079893340885,,9.06950548812312,0.0,2.7632518083615825,10.499958032643407,6.207297090823472,0.0,8.492290416886307,0.02027906207294992,9.700792479960167,A375_sim,49,Vemurafenib,Cobimetinib,0.0,0.0,24,24,0,2
-23.0,0.0,0.0,0.0,0.0,0.01543899951800327,0.570894598119623,0.570894598119623,0.0,0.0,0.0,0.1882873123563345,0.0,0.0,0.2947690286686995,0.0,0.0021945206130081457,43.21587866190828,0.0,0.01442398727636663,0.0,15.851304638977545,0.06030078021719322,0.0008242216432223022,0.5828619719443559,0.008098488398690668,0.0001642297489341131,0.007934258649756554,0.02711750580203974,1.0,52.220038141308606,34582.85819468041,1.0,4.752492685361006,1.0,0.9317244795384425,9.137509734509075,12.747817590951112,11.638582043516573,0.0,0.09988030563,12.086805086074804,0.0,0.06261454572,7.1865766132024875,3.7662079893340885,,9.069505593853883,0.0,2.7632518085432913,10.499958032643406,6.2072971893192905,0.0,8.492290416886307,0.020279062072949952,9.700792479960167,A375_sim,49,Vemurafenib,Cobimetinib,0.0,0.0,24,24,0,2
-22.75,0.0,0.0,0.0,0.0,0.015438999518003118,0.570894598119623,0.570894598119623,0.0,0.0,0.0,0.18828731235633447,0.0,0.0,0.2947690286686999,0.0,0.0021945206130081457,43.21587866190828,0.0,0.01442398880142571,0.0,15.85130464185787,0.06030078021719317,0.0008242217244046831,0.5828619719443559,0.008098488398690668,0.00016422974893411335,0.007934258649756555,0.027117505802039737,1.0,52.220038141308606,34582.85819468041,1.0,4.752492685361006,1.0,0.9317244795384425,9.137509734509065,12.747817590951112,11.638582043516573,0.0,0.09988030563,12.086805086074806,0.0,0.06261454572,7.1865766132024875,3.7662079893340885,,9.069505699584633,0.0,2.763251808725,10.499958032643406,6.2072972878150985,0.0,8.492290416886307,0.02027906207294998,9.700792479960167,A375_sim,49,Vemurafenib,Cobimetinib,0.0,0.0,24,24,0,2
-22.5,0.0,0.0,0.0,0.0,0.015438999518002958,0.570894598119623,0.570894598119623,0.0,0.0,0.0,0.18828731235633442,0.0,0.0,0.2947690286687005,0.0,0.0021945206130081457,43.21587866190828,0.0,0.014423990326484788,0.0,15.851304644738194,0.06030078021719314,0.0008242218055870643,0.5828619719443559,0.008098488398690668,0.00016422974893411362,0.007934258649756555,0.02711750580203974,1.0,52.220038141308606,34582.85819468041,1.0,4.752492685361006,1.0,0.9317244795384425,9.137509734509056,12.747817590951112,11.638582043516573,0.0,0.09988030563,12.086805086074808,0.0,0.06261454572,7.1865766132024875,3.7662079893340885,,9.069505805315371,0.0,2.763251808906709,10.499958032643406,6.207297386310898,0.0,8.492290416886307,0.020279062072950015,9.700792479960167,A375_sim,49,Vemurafenib,Cobimetinib,0.0,0.0,24,24,0,2
-22.25,0.0,0.0,0.0,0.0,0.015438999518002816,0.570894598119623,0.570894598119623,0.0,0.0,0.0,0.18828731235633425,0.0,0.0,0.2947690286687008,0.0,0.0021945206130081457,43.21587866190828,0.0,0.014423991525183916,0.0,15.85130464686274,0.06030078021719314,0.000824221869873833,0.5828619719443559,0.008098488398690672,0.00016422974893411387,0.007934258649756557,0.02711750580203974,1.0,52.220038141308606,34582.85819468041,1.0,4.752492685361006,1.0,0.9317244795384425,9.137509734509047,12.747817590951112,11.638582043516571,0.0,0.09988030563,12.08680508607481,0.0,0.06261454572,7.1865766132024875,3.7662079893340885,,9.069505888419911,0.0,2.7632518090407387,10.499958032643406,6.207297464307822,0.0,8.492290416886307,0.020279062072950035,9.700792479960167,A375_sim,49,Vemurafenib,Cobimetinib,0.0,0.0,24,24,0,2
-22.0,0.0,0.0,0.0,0.0,0.015438999518002696,0.570894598119623,0.570894598119623,0.0,0.0,0.0,0.18828731235633378,0.0,0.0,0.29476902866870086,0.0,0.0021945206130081457,43.21587866190828,0.0,0.014423992080366297,0.0,15.851304647497042,0.060300780217193206,0.0008242219008458235,0.5828619719443559,0.008098488398690677,0.000164229748934114,0.007934258649756564,0.027117505802039744,1.0,52.220038141308606,34582.85819468041,1.0,4.752492685361006,1.0,0.9317244795384425,9.137509734509038,12.747817590951112,11.63858204351657,0.0,0.09988030563,12.08680508607481,0.0,0.06261454572,7.1865766132024875,3.7662079893340885,,9.069505926910114,0.0,2.7632518090807547,10.499958032643406,6.207297501885071,0.0,8.49229041688631,0.02027906207295004,9.700792479960167,A375_sim,49,Vemurafenib,Cobimetinib,0.0,0.0,24,24,0,2
-21.75,0.0,0.0,0.0,0.0,0.015438999518002578,0.570894598119623,0.570894598119623,0.0,0.0,0.0,0.1882873123563333,0.0,0.0,0.2947690286687009,0.0,0.0021945206130081457,43.21587866190828,0.0,0.014423992635548676,0.0,15.851304648131345,0.06030078021719327,0.0008242219318178139,0.5828619719443559,0.008098488398690684,0.0001642297489341141,0.00793425864975657,0.02711750580203974,1.0,52.220038141308606,34582.85819468041,1.0,4.752492685361006,1.0,0.9317244795384425,9.137509734509031,12.747817590951112,11.638582043516566,0.0,0.09988030563,12.08680508607481,0.0,0.06261454572,7.1865766132024875,3.7662079893340885,,9.069505965400317,0.0,2.7632518091207703,10.499958032643407,6.207297539462317,0.0,8.49229041688631,0.020279062072950035,9.700792479960167,A375_sim,49,Vemurafenib,Cobimetinib,0.0,0.0,24,24,0,2
