time,modulation_synthesize_pERK_DUSP_ERK,tBRAF,tBRAF600E,tCRAF,tRAFi,bound_RAFi,free_RAFi,bound_CRAF,unbound_CRAF,RAS_bound_CRAF,MEK_bound_CRAF,pCRAF,tMEK,pMEK,tMEKi,tERK,pERK,tDUSP,tmDUSP,synthesize_pERK_DUSP_ERK_kmod,msynthesize_pERK_DUSP_ksyn,tBRAF_obs,tCRAF_obs,tMEK_obs,pMEK_obs,pMEK_IF_obs,tERK_obs,pERK_obs,pERK_IF_obs,tDUSP_obs,tmDUSP_obs,pCRAF_obs,bound_CRAF_obs,tBRAF_test,Cell_line,Parameter_set,Drug A,Drug B,Concentration A (uM),Concentration B (uM),Time A (h),Time B (h)
-24.0,0.13365881996212098,0.0020837843847347918,0.0020837843847347918,0.01881472016259821,0.0,0.0,0.0,0.0029937187492032344,0.015821001413394986,0.0,0.016659265199332477,0.016341028049445046,0.19909925072183282,0.055956862064339113,0.0,0.29845517079182,0.13365881996212098,0.042742196422981035,643.3638107451095,9.655431164376518,879.1889228312335,7.13479864638786,9.335252540902164,11.69441643780598,0.2810500886440704,0.9019585970129448,12.099232730021042,0.44783549773158854,0.9986848916181835,10.155799628975753,6.466710366323895,0.8685235766583116,0.159115773358907,0.0020837843847347918,A375_sim,13,Vemurafenib,Cobimetinib,0,0,24,24
-23.75,0.13365882423890246,0.0020837843847348408,0.0020837843847348408,0.01881472016259453,0.0,0.0,0.0,0.0029937187492022634,0.015821001413392266,0.0,0.016659265199328716,0.016341028109396638,0.1990992507217709,0.055956862064311434,0.0,0.2984551707917407,0.13365882423890246,0.0427421940220088,643.3631231984376,9.655431405100112,879.1889447506603,7.134798646387883,9.335252540901969,11.69441643780567,0.2810500886440188,0.9019585970127945,12.099232730020775,0.44783551206143574,0.9986849207755211,10.155799572802405,6.4667092976485545,0.8685235798449009,0.1591157733588865,0.0020837843847348408,A375_sim,13,Vemurafenib,Cobimetinib,0,0,24,24
-23.5,0.13365884497593336,0.0020837843847348317,0.0020837843847348317,0.018814720162586812,0.0,0.0,0.0,0.002993718749200235,0.015821001413386576,0.0,0.01665926519932089,0.01634102844142695,0.19909925072164125,0.05595686206425578,0.0,0.29845517079157685,0.13365884497593336,0.042742183340910955,643.3626970881091,9.655432572307847,879.1890510324093,7.134798646387878,9.335252540901559,11.694416437805017,0.2810500886439223,0.9019585970125131,12.099232730020226,0.4478355815429067,0.9986850621513979,10.155799322906502,6.466708635331344,0.8685235974926264,0.15911577335884397,0.0020837843847348317,A375_sim,13,Vemurafenib,Cobimetinib,0,0,24,24
-23.25,0.13365886639909474,0.0020837843847348546,0.0020837843847348546,0.018814720162582076,0.0,0.0,0.0,0.002993718749198994,0.015821001413383086,0.0,0.016659265199315987,0.016341028785027602,0.19909925072156284,0.05595686206423021,0.0,0.2984551707914766,0.13365886639909474,0.04274217237625396,643.3623785480395,9.65543377813518,879.1891608307203,7.13479864638789,9.335252540901307,11.694416437804625,0.2810500886439045,0.9019585970124614,12.09923273001989,0.44783565332322206,0.9986852082047971,10.155799066376359,6.466708140213815,0.8685236157551762,0.15911577335881805,0.0020837843847348546,A375_sim,13,Vemurafenib,Cobimetinib,0,0,24,24
-23.0,0.13365888868857734,0.0020837843847349162,0.0020837843847349162,0.018814720162581126,0.0,0.0,0.0,0.0029937187491987463,0.015821001413382378,0.0,0.01665926519931476,0.016341029143237193,0.19909925072154921,0.05595686206424264,0.0,0.298455170791457,0.13365888868857734,0.04274216105356984,643.3621958282079,9.655435032724347,879.189275069109,7.134798646387919,9.335252540901257,11.694416437804556,0.28105008864398623,0.9019585970126995,12.099232730019825,0.44783572800610094,0.9986853601641229,10.155798801469711,6.466707856206133,0.8685236347940146,0.1591157733588129,0.0020837843847349162,A375_sim,13,Vemurafenib,Cobimetinib,0,0,24,24
-22.75,0.13365891097805999,0.0020837843847349782,0.0020837843847349782,0.018814720162580175,0.0,0.0,0.0,0.0029937187491984986,0.015821001413381674,0.0,0.016659265199313527,0.01634102950144677,0.19909925072153553,0.05595686206425507,0.0,0.2984551707914374,0.13365891097805999,0.04274214973088571,643.3620131083761,9.655436287313462,879.189389307493,7.1347986463879485,9.335252540901205,11.694416437804488,0.28105008864406794,0.9019585970129377,12.099232730019759,0.44783580268898,0.998685512123449,10.155798536562992,6.466707572198371,0.8685236538328522,0.1591157733588078,0.0020837843847349782,A375_sim,13,Vemurafenib,Cobimetinib,0,0,24,24
-22.5,0.1336589231281633,0.0020837843847349964,0.0020837843847349964,0.018814720162579922,0.0,0.0,0.0,0.0029937187491984344,0.01582100141338149,0.0,0.016659265199313204,0.01634102969689085,0.19909925072153248,0.055956862064259455,0.0,0.2984551707914336,0.1336589231281633,0.042742143580686454,643.3619514405655,9.655436971195952,879.1894515793791,7.134798646387957,9.335252540901193,11.694416437804472,0.28105008864409425,0.9019585970130144,12.099232730019747,0.4478358433989633,0.9986855949571817,10.15579839267225,6.466707476345939,0.8685236642206922,0.15911577335880653,0.0020837843847349964,A375_sim,13,Vemurafenib,Cobimetinib,0,0,24,24
-22.25,0.13365893219586028,0.0020837843847350004,0.0020837843847350004,0.018814720162579884,0.0,0.0,0.0,0.0029937187491984258,0.015821001413381462,0.0,0.016659265199313152,0.016341029842853655,0.19909925072153292,0.05595686206426139,0.0,0.29845517079143424,0.13365893219586028,0.042742139002940466,643.3619265729876,9.655437481581659,879.1894980532705,7.134798646387959,9.33525254090119,11.694416437804474,0.28105008864410336,0.9019585970130408,12.099232730019748,0.4478358737810695,0.9986856567764961,10.155798285570784,6.466707437693391,0.8685236719785985,0.1591157733588064,0.0020837843847350004,A375_sim,13,Vemurafenib,Cobimetinib,0,0,24,24
-22.0,0.13365894126355726,0.0020837843847350056,0.0020837843847350056,0.018814720162579863,0.0,0.0,0.0,0.002993718749198417,0.015821001413381438,0.0,0.016659265199313097,0.016341029988816452,0.19909925072153312,0.05595686206426332,0.0,0.29845517079143496,0.13365894126355726,0.04274213442519447,643.3619017054099,9.655437991967354,879.1895445271609,7.134798646387962,9.33525254090119,11.694416437804476,0.2810500886441128,0.9019585970130684,12.09923273001975,0.44783590416317554,0.9986857185958103,10.155798178469306,6.466707399040843,0.8685236797365037,0.1591157733588061,0.0020837843847350056,A375_sim,13,Vemurafenib,Cobimetinib,0,0,24,24
-21.75,0.13365895033125422,0.00208378438473501,0.00208378438473501,0.018814720162579825,0.0,0.0,0.0,0.0029937187491984084,0.015821001413381414,0.0,0.016659265199313038,0.01634103013477925,0.19909925072153353,0.055956862064265256,0.0,0.2984551707914359,0.13365895033125422,0.04274212984744848,643.361876837832,9.655438502353038,879.1895910010503,7.1347986463879645,9.335252540901188,11.694416437804477,0.28105008864412195,0.901958597013095,12.099232730019754,0.4478359345452812,0.9986857804151237,10.155798071367817,6.466707360388292,0.8685236874944098,0.15911577335880597,0.00208378438473501,A375_sim,13,Vemurafenib,Cobimetinib,0,0,24,24
-21.5,0.13365895939895117,0.002083784384735013,0.002083784384735013,0.018814720162579783,0.0,0.0,0.0,0.0029937187491984006,0.01582100141338139,0.0,0.01665926519931299,0.01634103028074205,0.19909925072153375,0.055956862064267185,0.0,0.29845517079143674,0.13365895939895117,0.042742125269702495,643.3618519702542,9.655439012738714,879.189637474939,7.134798646387965,9.335252540901184,11.69441643780448,0.2810500886441313,0.9019585970131223,12.099232730019757,0.44783596492738703,0.9986858422344375,10.155797964266316,6.466707321735741,0.8685236952523161,0.15911577335880592,0.002083784384735013,A375_sim,13,Vemurafenib,Cobimetinib,0,0,24,24
-21.25,0.13365896846664815,0.0020837843847350186,0.0020837843847350186,0.018814720162579752,0.0,0.0,0.0,0.002993718749198392,0.015821001413381365,0.0,0.016659265199312934,0.01634103042670484,0.19909925072153425,0.055956862064269114,0.0,0.2984551707914375,0.13365896846664815,0.04274212069195651,643.3618271026763,9.655439523124384,879.1896839488271,7.134798646387968,9.335252540901182,11.694416437804481,0.2810500886441403,0.9019585970131484,12.099232730019759,0.44783599530949303,0.9986859040537515,10.155797857164805,6.4667072830831875,0.8685237030102214,0.15911577335880572,0.0020837843847350186,A375_sim,13,Vemurafenib,Cobimetinib,0,0,24,24
-21.0,0.13365897753434514,0.002083784384735022,0.002083784384735022,0.018814720162579724,0.0,0.0,0.0,0.0029937187491983833,0.015821001413381337,0.0,0.01665926519931287,0.01634103057266764,0.19909925072153453,0.05595686206427106,0.0,0.2984551707914381,0.13365897753434514,0.04274211611421052,643.3618022350985,9.655440033510043,879.1897304227142,7.13479864638797,9.335252540901182,11.694416437804483,0.28105008864414965,0.9019585970131757,12.09923273001976,0.44783602569159936,0.9986859658730661,10.15579775006328,6.466707244430633,0.868523710768127,0.15911577335880547,0.002083784384735022,A375_sim,13,Vemurafenib,Cobimetinib,0,0,24,24
-20.75,0.13365898660204212,0.002083784384735026,0.002083784384735026,0.01881472016257969,0.0,0.0,0.0,0.0029937187491983746,0.015821001413381316,0.0,0.016659265199312816,0.01634103071863044,0.1990992507215347,0.055956862064272986,0.0,0.2984551707914391,0.13365898660204212,0.042742111536464525,643.3617773675206,9.655440543895693,879.1897768966005,7.134798646387972,9.33525254090118,11.694416437804483,0.2810500886441591,0.9019585970132034,12.099232730019764,0.447836056073705,0.9986860276923795,10.155797642961746,6.466707205778076,0.8685237185260329,0.1591157733588053,0.002083784384735026,A375_sim,13,Vemurafenib,Cobimetinib,0,0,24,24
-20.5,0.13365898981422364,0.0020837843847351656,0.0020837843847351656,0.018814720162590746,0.0,0.0,0.0,0.002993718749201294,0.015821001413389442,0.0,0.01665926519932428,0.01634103077038161,0.19909925072172338,0.05595686206433875,0.0,0.2984551707916765,0.13365898981422364,0.04274210991915817,643.3617759161147,9.655440724696987,879.1897933597177,7.134798646388039,9.335252540901767,11.694416437805431,0.2810500886442231,0.9019585970133898,12.09923273002056,0.44783606683604227,0.9986860495908056,10.155797605123036,6.4667072035221045,0.8685237212760907,0.15911577335886698,0.0020837843847351656,A375_sim,13,Vemurafenib,Cobimetinib,0,0,24,24
-20.25,0.13365899251078883,0.0020837843847353182,0.0020837843847353182,0.018814720162602775,0.0,0.0,0.0,0.0029937187492044704,0.015821001413398292,0.0,0.016659265199336748,0.016341030813836827,0.19909925072192847,0.055956862064410126,0.0,0.298455170791935,0.13365899251078883,0.0427421085625378,643.3617765266554,9.655440876476229,879.1898071801909,7.134798646388112,9.335252540902406,11.694416437806462,0.28105008864429204,0.9019585970135908,12.099232730021425,0.4478360758707305,0.9986860679739366,10.155797573383367,6.466707204471089,0.8685237235851748,0.15911577335893407,0.0020837843847353182,A375_sim,13,Vemurafenib,Cobimetinib,0,0,24,24
-20.0,0.13365899520735405,0.00208378438473547,0.00208378438473547,0.018814720162614783,0.0,0.0,0.0,0.0029937187492076476,0.01582100141340714,0.0,0.016659265199349224,0.016341030857292053,0.1990992507221338,0.05595686206448151,0.0,0.2984551707921934,0.13365899520735405,0.042742107205917444,643.361777137196,9.655441028255469,879.189821000664,7.134798646388185,9.335252540903046,11.694416437807492,0.28105008864436076,0.9019585970137911,12.099232730022292,0.447836084905419,0.9986860863570679,10.155797541643699,6.466707205420074,0.8685237258942602,0.1591157733590014,0.00208378438473547,A375_sim,13,Vemurafenib,Cobimetinib,0,0,24,24
