time,modulation_synthesize_pERK_DUSP_ERK,tCRAF,tRAS,gdpRAS,gtpRAS,tRAFi,bound_RAFi,free_RAFi,bound_CRAF,unbound_CRAF,active_dimer_CRAF,RAS_bound_CRAF,MEK_bound_CRAF,pCRAF,tMEK,pMEK,tMEKi,tERK,pERK,tDUSP,tmDUSP,tSOS1,pS1134SOS1,uS1134SOS1,synthesize_pERK_DUSP_ERK_kmod,msynthesize_pERK_DUSP_ksyn,tCRAF_obs,tRAS_obs,tMEK_obs,pMEK_percent,tERK_obs,pERK_percent,tDUSP_obs,tmDUSP_obs,gtpRAS_percent,pCRAF_percent,Bound_CRAF_percent,Bound_RAF_percent,Active_CRAF_percent,Active_RAF_percent,tSOS1_obs,pS1134SOS1_obs,Cell_line,Parameter_set,Drug A,Drug B,Concentration A (uM),Concentration B (uM),Time A (h),Time B (h)
-24.0,0.15821823197948462,0.018814719120207678,0.5267654864362409,0.13627852570967533,0.39048696072656497,-3.862721356786514e-18,-3.862721356786514e-18,0.0,0.003048662847948704,0.015766056272258973,0.003048662847948707,0.013441705334591166,0.013501894813165162,0.013980060188805618,0.1990992497302452,0.07971194352628036,4.3130112240920405e-17,0.29845516971760166,0.15821823197948462,0.04871772950691741,733.3081010866921,0.008603602300954506,0.006215274422591254,0.002388327878363251,11.005337700601043,1002.1065692109039,9.335252485499238,12.66736844229472,11.694416432825612,40.03628523677521,12.099232726421778,53.01239450105379,10.286656009488622,6.597565942477286,74.12918476651737,74.30384742651054,16.203605424405893,16.203605424405893,16.20360542440591,16.20360542440591,8.552793977829715,0.7224037333643043,A375_sim,13,Belvarafenib,Cobimetinib,0.1333521432163324,0.5,24,24
-23.75,0.15821823198187243,0.01881471911982304,0.5267654864369045,0.13627852570917398,0.39048696072773004,-3.860645779554725e-18,-3.860645779554725e-18,0.0,0.0030486628479085625,0.015766056271914478,0.003048662847908566,0.0134417053343442,0.013501894812840209,0.013980060188498178,0.1990992497298831,0.07971194352478923,2.349909058853376e-17,0.2984551697173002,0.15821823198187243,0.048717729507270054,733.308101080479,0.008603602300954532,0.006215274422614234,0.0023883278783402985,11.005337700729207,1002.1065692225741,9.335252485478794,12.66736844229598,11.694416432823793,40.03628523609908,12.09923272642077,53.012394501907394,10.28665600949586,6.597565942468814,74.12918476664515,74.30384742639552,16.203605424523797,16.203605424523797,16.203605424523815,16.203605424523815,8.552793977829719,0.722403733366973,A375_sim,13,Belvarafenib,Cobimetinib,0.1333521432163324,0.5,24,24
-23.5,0.1582182319801978,0.01881471911941038,0.5267654864381683,0.13627852570856425,0.3904869607296037,-3.858647595847522e-18,-3.858647595847522e-18,0.0,0.0030486628478380066,0.015766056271572373,0.00304866284783801,0.013441705334073394,0.013501894812569032,0.013980060188178002,0.19909924972947848,0.07971194352357502,1.856233366139909e-17,0.2984551697169574,0.1582182319801978,0.048717729507321936,733.3081010744017,0.008603602300954478,0.006215274422596267,0.0023883278783582104,11.005337700639322,1002.1065692143894,9.335252485456861,12.667368442298379,11.694416432821761,40.036285235570595,12.09923272641962,53.01239450140719,10.286656009496927,6.597565942460526,74.12918476682299,74.30384742632347,16.203605424504186,16.203605424504186,16.203605424504204,16.203605424504204,8.552793977829714,0.7224037333648893,A375_sim,13,Belvarafenib,Cobimetinib,0.1333521432163324,0.5,24,24
-23.25,0.15821823197852314,0.018814719118997708,0.526765486439433,0.13627852570795454,0.39048696073147765,-3.856649412140323e-18,-3.856649412140323e-18,0.0,0.0030486628477674475,0.015766056271230264,0.003048662847767451,0.013441705333802586,0.013501894812297863,0.013980060187857824,0.1990992497290738,0.0797119435223608,1.3625576734264432e-17,0.29845516971661473,0.15821823197852314,0.048717729507373804,733.3081010683246,0.008603602300954421,0.0062152744225783,0.002388327878376122,11.005337700549434,1002.1065692062045,9.335252485434928,12.66736844230078,11.694416432819729,40.036285235042115,12.099232726418473,53.01239450090694,10.28665600949799,6.597565942452238,74.12918476700077,74.30384742625148,16.203605424484568,16.203605424484568,16.203605424484586,16.203605424484586,8.552793977829706,0.7224037333628058,A375_sim,13,Belvarafenib,Cobimetinib,0.1333521432163324,0.5,24,24
-23.0,0.1582182319768485,0.01881471911858505,0.5267654864406971,0.13627852570734486,0.39048696073335143,-3.854651228433124e-18,-3.854651228433124e-18,0.0,0.0030486628476968903,0.015766056270888156,0.0030486628476968937,0.013441705333531779,0.013501894812026691,0.013980060187537655,0.19909924972866916,0.07971194352114659,8.688819807129783e-18,0.29845516971627195,0.1582182319768485,0.04871772950742567,733.3081010622474,0.008603602300954367,0.006215274422560333,0.0023883278783940337,11.005337700459549,1002.1065691980199,9.335252485412996,12.66736844230318,11.694416432817697,40.03628523451363,12.099232726417323,53.01239450040672,10.286656009499055,6.597565942443951,74.12918476717859,74.30384742617947,16.203605424464946,16.203605424464946,16.203605424464964,16.203605424464964,8.5527939778297,0.722403733360722,A375_sim,13,Belvarafenib,Cobimetinib,0.1333521432163324,0.5,24,24
-22.75,0.15821823197523552,0.018814719118185285,0.5267654864420757,0.13627852570683335,0.3904869607352416,-3.852692525956717e-18,-3.852692525956717e-18,0.0,0.003048662847628211,0.015766056270557074,0.0030486628476282143,0.013441705333269945,0.013501894811764425,0.013980060187227876,0.19909924972828172,0.0797119435199681,4.03191639296561e-18,0.29845516971593933,0.15821823197523552,0.04871772950746618,733.3081010563817,0.00860360230095431,0.006215274422543023,0.0023883278784112877,11.005337700372971,1002.1065691901365,9.335252485391747,12.667368442305797,11.69441643281575,40.03628523399963,12.09923272641621,53.01239449992536,10.286656009499886,6.597565942435952,74.1291847673434,74.30384742611177,16.2036054244442,16.2036054244442,16.203605424444216,16.203605424444216,8.552793977829692,0.7224037333587149,A375_sim,13,Belvarafenib,Cobimetinib,0.1333521432163324,0.5,24,24
-22.5,0.15821823197462886,0.018814719117996124,0.52676548644532,0.13627852570792423,0.3904869607373951,-3.851378240926585e-18,-3.851378240926585e-18,0.0,0.0030486628475901857,0.015766056270405945,0.003048662847590189,0.013441705333154537,0.013501894811647468,0.013980060187087785,0.1990992497281743,0.07971194351937272,3.942816022041885e-18,0.29845516971577024,0.15821823197462886,0.048717729507321075,733.308101053971,0.008603602300954243,0.006215274422536438,0.0023883278784178038,11.005337700340409,1002.1065691871714,9.335252485381693,12.667368442311956,11.69441643281521,40.03628523372219,12.099232726415643,53.01239449975213,10.286656009496909,6.597565942432665,74.12918476729567,74.30384742611423,16.203605424405005,16.203605424405005,16.203605424405023,16.203605424405023,8.552793977829685,0.7224037333579552,A375_sim,13,Belvarafenib,Cobimetinib,0.1333521432163324,0.5,24,24
-22.25,0.15821823197402224,0.018814719117806977,0.5267654864485645,0.13627852570901508,0.3904869607395487,-3.8500639558964576e-18,-3.8500639558964576e-18,0.0,0.0030486628475521606,0.015766056270254816,0.003048662847552164,0.013441705333039124,0.013501894811530512,0.013980060186947698,0.1990992497280668,0.07971194351877733,3.853715651118153e-18,0.2984551697156013,0.15821823197402224,0.04871772950717597,733.3081010515601,0.008603602300954173,0.006215274422529854,0.00238832787842432,11.00533770030785,1002.1065691842067,9.33525248537164,12.667368442318114,11.694416432814672,40.03628523344477,12.099232726415076,53.01239449957888,10.28665600949393,6.597565942429377,74.12918476724793,74.30384742611666,16.2036054243658,16.2036054243658,16.20360542436582,16.20360542436582,8.552793977829676,0.7224037333571957,A375_sim,13,Belvarafenib,Cobimetinib,0.1333521432163324,0.5,24,24
-22.0,0.15821823197341564,0.01881471911761783,0.5267654864518088,0.13627852571010596,0.3904869607417021,-3.848749670866331e-18,-3.848749670866331e-18,0.0,0.003048662847514135,0.015766056270103686,0.0030486628475141385,0.013441705332923718,0.01350189481141356,0.013980060186807614,0.19909924972795942,0.07971194351818195,3.764615280194429e-18,0.29845516971543223,0.15821823197341564,0.04871772950703086,733.3081010491493,0.008603602300954106,0.00621527442252327,0.002388327878430836,11.005337700275291,1002.1065691812421,9.335252485361588,12.667368442324275,11.694416432814132,40.03628523316732,12.09923272641451,53.012394499405666,10.286656009490951,6.5975659424260895,74.12918476720017,74.3038474261191,16.203605424326593,16.203605424326593,16.20360542432661,16.20360542432661,8.552793977829669,0.722403733356436,A375_sim,13,Belvarafenib,Cobimetinib,0.1333521432163324,0.5,24,24
-21.75,0.15821823197280901,0.018814719117428665,0.5267654864550531,0.13627852571119686,0.39048696074385575,-3.847435385836203e-18,-3.847435385836203e-18,0.0,0.0030486628474761103,0.015766056269952557,0.0030486628474761138,0.013441705332808312,0.013501894811296601,0.013980060186667522,0.19909924972785195,0.07971194351758655,3.6755149092706966e-18,0.29845516971526337,0.15821823197280901,0.04871772950688576,733.3081010467384,0.008603602300954038,0.0062152744225166855,0.002388327878437352,11.00533770024273,1002.1065691782773,9.335252485351534,12.667368442330433,11.694416432813592,40.03628523288989,12.099232726413945,53.0123944992324,10.286656009487972,6.5975659424228015,74.12918476715247,74.30384742612158,16.203605424287403,16.203605424287403,16.20360542428742,16.20360542428742,8.552793977829662,0.7224037333556765,A375_sim,13,Belvarafenib,Cobimetinib,0.1333521432163324,0.5,24,24
